white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row,game
a,1,g,2,f,1,draw
a,1,g,2,f,2,draw
a,,,2,f,3,draw
a,1,g,2,g,,draw
a,1,g,2,g,3,draw
a,1,g,2,,1,draw
a,1,g,2,h,2,draw
a,1,g,2,h,3,draw
a,1,g,3,f,2,draw
,1,g,3,f,3,draw
a,1,g,3,f,4,draw
a,1,g,3,g,2,draw
a,1,g,3,g,4,
a,1,g,3,h,2,draw
a,,g,3,h,3,draw
a,1,g,3,h,4,
a,,g,4,f,,
,1,g,4,,4,draw
a,1,g,4,,5,draw
a,1,g,4,g,3,draw
a,1,g,4,g,,draw
a,1,g,4,h,3,draw
a,1,g,4,h,4,draw
,1,,4,h,5,draw
a,1,g,5,,4,draw
a,1,g,5,f,,draw
a,1,g,5,f,6,draw
a,1,g,5,g,4,draw
a,1,g,5,g,6,draw
a,1,g,,h,4,draw
a,1,,5,h,5,draw
,1,g,5,h,6,draw
a,1,g,6,f,5,draw
a,1,g,6,f,6,draw
a,1,g,6,g,,draw
a,1,g,6,g,7,draw
a,1,g,6,h,5,draw
a,1,g,6,h,6,draw
a,1,g,6,h,7,draw
a,1,g,7,f,6,draw
a,1,g,7,g,6,draw
a,1,g,7,,,draw
a,1,g,7,h,7,draw
a,,g,,h,8,draw
a,1,g,8,h,,draw
a,,h,1,g,1,draw
a,1,h,1,g,2,draw
,1,h,1,h,2,draw
a,1,h,2,g,1,draw
a,1,h,2,g,2,draw
a,1,h,2,g,3,
a,,h,2,h,1,draw
a,1,h,2,h,,draw
a,1,h,3,g,2,draw
a,1,h,3,g,3,draw
a,1,,3,g,4,draw
a,1,h,3,h,,draw
a,1,h,3,h,4,
a,1,h,4,g,3,draw
a,1,h,4,g,4,draw
a,1,h,4,g,5,draw
a,1,h,4,h,3,draw
a,1,h,4,h,5,draw
a,1,h,5,g,4,draw
a,1,h,5,g,5,draw
a,1,h,,g,6,
a,1,h,5,h,4,draw
a,1,h,5,h,6,draw
a,,h,6,g,5,draw
a,1,h,6,g,6,draw
a,1,h,6,g,7,draw
a,,h,6,h,5,draw
a,1,h,6,h,7,draw
a,1,h,7,g,6,draw
a,1,h,7,,7,draw
a,1,h,7,h,6,draw
a,1,h,7,h,8,draw
a,1,h,8,g,7,draw
a,1,h,,h,7,draw
b,1,a,3,a,4,draw
b,,a,3,b,3,draw
,1,a,3,b,4,draw
b,1,a,4,a,3,draw
b,1,a,4,a,5,draw
b,,a,4,b,3,draw
b,1,a,4,b,4,draw
b,1,a,4,b,5,draw
b,1,,5,a,4,draw
b,1,a,5,a,6,draw
b,1,a,5,b,4,draw
b,1,a,,b,,draw
b,1,a,5,b,6,draw
b,1,a,6,a,5,draw
b,1,a,,a,,draw
b,1,a,6,b,5,draw
b,1,,6,,6,draw
b,1,a,6,b,7,
b,1,a,7,a,,
b,1,a,7,a,8,
b,1,a,7,b,6,draw
b,1,a,7,b,7,draw
,1,a,7,b,,draw
b,1,a,8,a,7,draw
b,,a,8,b,7,
b,1,a,,b,8,draw
b,1,b,,a,3,draw
b,,,3,,,draw
b,1,b,3,b,4,draw
b,1,b,3,c,,draw
b,1,b,,c,4,draw
b,1,b,4,,,draw
b,1,b,4,a,4,draw
b,1,b,4,a,,draw
b,1,b,4,b,3,draw
b,1,b,4,b,5,draw
b,1,b,4,c,3,draw
b,1,b,4,c,4,draw
b,1,b,4,c,5,draw
b,1,b,5,a,4,draw
b,1,,5,a,5,draw
b,1,b,5,a,6,draw
b,1,b,,b,4,draw
b,1,b,5,b,6,draw
b,1,b,5,c,4,draw
b,1,b,5,c,5,draw
b,1,,5,c,6,draw
b,1,b,6,a,5,draw
b,,b,6,a,6,draw
b,1,b,6,a,7,draw
b,1,b,6,b,5,draw
b,1,b,6,b,7,draw
,,b,6,c,5,draw
b,1,b,6,c,6,draw
b,1,b,6,c,7,draw
,1,b,7,a,6,draw
,1,b,7,a,7,draw
,1,b,7,a,8,draw
b,1,b,,b,6,draw
b,1,b,,b,8,draw
b,1,b,7,c,6,draw
b,1,b,7,,7,draw
b,1,b,,,8,draw
b,1,b,8,a,7,draw
b,1,b,8,,8,draw
b,1,b,8,b,7,draw
b,1,b,8,,7,draw
b,1,b,8,c,8,draw
b,1,c,3,b,3,draw
b,1,c,3,b,4,draw
b,1,c,3,c,4,draw
b,1,c,,d,2,draw
b,1,c,3,,3,draw
b,1,c,3,d,4,draw
b,1,c,4,b,3,
b,1,c,4,b,4,draw
b,1,c,,b,5,draw
b,1,c,4,c,3,draw
b,1,c,4,c,,draw
b,1,c,4,d,3,draw
b,1,c,4,d,4,draw
b,1,c,4,d,5,draw
b,1,c,5,b,4,
b,1,,5,b,5,draw
b,1,c,5,b,6,draw
b,1,c,5,c,4,draw
,1,c,5,c,6,draw
b,1,c,5,d,4,draw
b,1,c,5,d,5,
b,1,,5,d,6,draw
b,,c,,b,5,draw
b,1,c,6,b,6,draw
b,1,c,6,b,7,draw
b,1,c,6,,5,draw
b,1,c,6,c,7,
b,1,c,6,d,5,
b,1,c,6,d,6,draw
b,1,c,,d,7,draw
b,1,c,7,b,6,draw
b,1,c,7,b,7,draw
,1,c,7,b,8,draw
b,1,c,7,c,6,draw
,1,c,7,c,8,draw
b,,c,7,d,6,draw
b,1,c,7,d,7,draw
b,1,,7,d,8,draw
b,1,c,8,b,7,draw
b,1,c,8,b,,draw
b,1,c,8,c,7,draw
b,1,c,8,d,7,draw
b,1,c,8,d,8,draw
b,1,d,1,d,2,draw
b,1,d,1,e,1,draw
b,1,d,1,e,2,draw
b,1,d,2,c,3,draw
b,1,d,2,d,1,draw
b,1,d,2,d,3,draw
b,1,d,2,e,1,draw
b,1,d,,e,2,draw
b,1,d,2,e,3,draw
b,1,d,3,c,3,draw
b,1,d,3,,4,draw
b,1,d,3,d,2,draw
b,1,d,3,d,4,draw
b,1,d,3,e,2,draw
b,1,d,3,e,3,draw
b,1,d,3,e,4,draw
b,1,d,4,c,3,draw
b,,d,4,c,4,draw
b,1,d,4,c,5,draw
b,1,d,4,d,3,draw
b,1,d,4,d,5,draw
b,1,d,4,,3,draw
,1,d,4,e,4,draw
b,1,d,4,e,5,draw
b,1,d,5,c,4,draw
b,1,d,,c,5,draw
b,,d,,c,6,draw
b,1,d,5,,4,
b,1,d,5,d,6,draw
b,1,d,5,e,4,draw
b,1,d,5,e,5,
b,1,d,5,e,6,draw
b,1,d,,,,draw
b,1,d,6,,6,draw
b,1,d,6,c,7,draw
b,1,d,6,d,5,draw
b,1,d,6,d,7,draw
b,1,d,6,,5,draw
b,1,d,6,e,6,draw
b,1,d,6,e,,draw
b,1,d,7,c,6,draw
b,1,d,7,c,7,
b,1,d,7,c,8,draw
,1,d,7,d,,
b,1,d,7,d,8,draw
b,1,d,7,e,6,draw
b,1,d,7,e,7,draw
b,1,d,,e,8,draw
b,1,,8,c,7,draw
b,1,d,8,,8,draw
b,1,d,8,d,7,draw
b,1,d,8,e,7,draw
b,1,d,8,e,8,draw
b,1,e,1,d,1,draw
b,,e,1,d,2,draw
b,1,e,,,,draw
,1,e,1,,1,draw
b,1,e,,,2,draw
b,1,e,2,d,1,draw
b,1,e,2,d,,draw
b,1,e,2,d,3,draw
b,1,e,2,e,1,draw
b,1,e,2,,3,draw
b,,e,,f,1,draw
b,1,e,2,f,2,draw
b,1,e,2,,3,draw
b,1,e,3,,2,
b,1,e,3,d,3,draw
b,1,e,3,d,4,
b,1,e,3,,,
b,1,e,3,e,4,draw
b,1,e,3,f,2,draw
b,1,e,3,f,,draw
b,1,e,3,f,4,draw
,1,e,4,d,3,draw
b,1,e,4,d,4,draw
b,1,e,4,d,5,draw
b,1,e,4,e,3,draw
b,1,e,4,e,5,draw
b,1,e,,f,3,draw
b,,e,4,f,4,draw
b,1,e,4,f,5,draw
b,1,e,5,d,4,draw
b,1,e,5,d,,draw
b,1,e,5,d,6,draw
b,1,e,5,e,4,draw
b,1,e,,e,6,draw
b,1,e,5,f,4,draw
b,1,e,5,f,5,draw
,1,e,5,f,6,draw
,1,e,6,d,5,draw
b,1,e,6,d,6,draw
b,1,e,6,d,7,draw
b,1,e,6,e,5,draw
b,,e,6,e,7,
b,1,e,6,f,,draw
b,1,e,6,f,6,draw
b,,e,6,f,7,draw
b,1,e,7,d,6,draw
b,1,e,7,d,7,draw
b,1,e,7,d,8,draw
,,e,7,e,6,draw
b,1,e,7,,8,draw
b,,e,7,f,6,draw
b,1,e,7,f,7,draw
b,1,e,7,f,8,draw
,1,e,8,d,7,draw
b,1,e,8,d,8,draw
b,1,e,8,e,7,draw
,1,e,8,f,7,draw
b,,e,8,f,8,draw
b,1,f,1,,1,draw
b,1,,1,e,2,draw
b,1,f,1,f,2,draw
,1,f,1,g,1,draw
b,1,f,1,g,2,draw
b,1,f,2,e,,draw
b,1,f,2,e,2,draw
b,,f,2,e,3,draw
b,1,f,2,f,1,draw
b,1,f,2,f,3,draw
b,1,f,2,g,1,draw
b,1,f,2,g,2,draw
b,,f,2,g,3,draw
b,,f,3,e,2,draw
b,1,f,3,,3,draw
b,1,f,3,e,4,
b,1,f,3,f,2,draw
b,1,f,3,f,4,draw
b,1,f,3,g,,
b,1,f,3,g,3,draw
b,1,f,3,g,4,draw
b,1,f,4,e,3,draw
b,1,f,,e,,draw
b,1,f,4,e,,draw
b,1,f,4,f,3,
b,,f,4,f,5,draw
,,f,4,g,3,draw
b,1,,4,g,4,draw
b,1,f,4,g,5,draw
b,,f,5,e,4,draw
b,1,f,5,e,5,draw
,1,f,5,e,6,draw
,1,f,5,f,4,draw
b,1,f,5,,6,draw
b,1,f,5,,4,draw
b,1,f,5,g,,draw
b,1,f,5,g,6,draw
b,1,f,6,e,,
b,1,f,6,e,6,draw
b,1,f,6,e,7,draw
b,1,f,6,f,5,draw
b,1,f,6,f,,draw
b,1,f,6,g,5,draw
b,1,f,6,g,6,draw
b,1,f,6,g,7,
b,1,f,7,e,6,draw
b,1,f,7,e,7,draw
b,,f,7,e,8,draw
b,1,f,7,f,6,draw
,1,f,7,f,8,draw
b,1,,7,g,6,draw
b,,f,7,g,7,
b,,f,7,g,8,draw
b,1,f,8,e,7,draw
b,1,f,8,e,8,draw
b,,f,8,f,7,draw
b,1,f,8,g,7,draw
b,1,,8,g,8,draw
b,,g,1,f,1,draw
b,1,g,1,f,2,draw
b,,g,1,g,2,draw
b,1,,1,h,1,draw
,1,g,1,h,2,draw
b,1,g,2,f,1,draw
b,1,g,2,f,2,draw
b,1,g,2,f,3,draw
b,1,g,2,g,1,draw
b,1,g,,g,3,
b,1,g,2,h,1,draw
b,1,g,2,h,2,draw
b,1,g,2,h,3,draw
b,1,g,3,f,2,draw
b,1,g,3,f,3,draw
b,1,g,3,f,4,draw
b,1,g,3,g,2,draw
b,1,g,3,g,4,draw
b,1,g,,h,2,draw
b,1,g,3,h,3,
b,1,g,3,h,4,draw
b,1,g,4,f,3,draw
b,1,g,4,f,4,draw
b,1,g,4,f,,draw
b,1,g,4,g,3,draw
b,1,g,4,g,5,draw
b,1,g,4,h,3,draw
b,1,g,4,h,4,draw
b,1,g,4,h,5,draw
,1,g,5,f,4,draw
b,1,g,5,f,5,draw
,1,g,5,f,6,draw
b,1,g,5,g,4,draw
b,1,g,5,g,6,draw
b,1,g,5,h,4,draw
b,1,g,5,h,5,draw
b,1,g,5,h,,
b,1,g,6,f,5,draw
b,1,g,6,f,6,draw
b,1,g,6,f,7,draw
b,1,,6,g,5,draw
b,1,g,6,g,7,draw
b,1,g,6,h,5,draw
b,1,g,6,h,6,draw
b,1,g,6,h,7,draw
b,1,,7,f,6,draw
b,1,g,7,f,7,draw
b,1,,7,f,8,draw
b,1,g,7,g,6,draw
b,1,g,7,g,8,draw
b,1,g,7,h,6,draw
b,1,g,7,h,7,draw
b,1,g,7,h,,
b,1,g,8,f,7,draw
b,1,g,8,f,8,draw
b,1,g,8,g,7,draw
b,1,g,8,h,7,
b,1,g,8,h,8,draw
b,1,h,1,g,1,draw
b,1,h,1,g,,draw
b,1,,1,h,,draw
b,1,h,2,g,1,draw
b,1,,2,g,2,draw
b,1,h,2,g,3,draw
b,1,h,2,h,1,draw
b,1,h,2,h,3,draw
b,1,h,3,,2,draw
b,1,h,3,g,3,draw
,1,h,3,g,4,draw
b,1,h,3,h,2,draw
b,,h,3,h,4,draw
b,1,h,4,g,3,draw
b,1,h,4,g,4,draw
b,1,h,4,g,5,draw
b,1,h,4,h,3,draw
b,1,h,4,h,5,draw
b,1,h,5,g,4,draw
,,h,5,g,5,draw
b,1,h,5,g,6,draw
b,1,h,5,h,4,draw
b,,h,5,h,6,draw
b,1,h,6,g,5,draw
b,1,h,6,g,6,draw
b,,h,6,g,7,draw
b,1,h,6,h,5,
b,1,h,6,h,7,draw
b,1,h,7,g,6,draw
b,1,h,7,g,7,draw
b,1,h,7,g,8,draw
b,1,h,,h,6,draw
b,1,h,7,h,8,draw
,1,h,8,g,7,draw
,1,h,8,g,8,draw
b,1,h,8,h,7,draw
b,2,c,4,d,3,draw
b,2,d,1,,2,draw
,2,d,1,e,1,
b,2,d,1,e,2,draw
b,2,d,2,d,1,draw
,2,d,2,d,3,draw
b,2,d,2,e,1,draw
b,2,d,2,e,2,draw
b,2,d,2,e,3,draw
b,2,,3,d,2,draw
b,2,d,,d,4,draw
b,2,,3,e,2,draw
b,,d,3,e,3,draw
b,,d,3,e,4,draw
b,2,d,4,d,3,
b,2,d,4,e,3,draw
b,2,d,4,e,,draw
b,2,d,4,e,5,draw
b,2,,5,e,4,draw
b,2,e,1,d,1,draw
b,2,e,1,d,2,draw
b,2,e,1,e,2,draw
b,2,e,1,f,1,draw
b,2,e,1,f,2,draw
b,2,e,2,d,,
b,2,e,2,d,2,draw
,2,e,2,d,3,draw
b,2,e,2,e,1,draw
b,2,e,2,e,3,draw
b,2,e,2,f,1,draw
b,2,e,2,f,2,draw
b,2,e,2,f,3,draw
b,2,e,,d,2,draw
b,2,e,3,d,3,draw
b,2,e,3,d,4,draw
b,2,e,3,e,2,draw
,2,e,,e,4,
,2,e,3,f,2,
b,2,e,3,f,3,draw
b,2,e,3,f,4,draw
b,2,e,4,d,3,draw
b,2,e,4,d,4,draw
b,2,e,4,e,3,draw
b,2,e,4,e,5,draw
b,2,e,,f,3,draw
b,2,e,4,f,4,draw
,2,e,4,f,5,draw
b,2,e,5,d,,draw
b,2,e,,e,4,draw
b,2,e,5,f,4,draw
b,2,e,5,f,5,draw
b,,e,5,f,6,draw
b,2,e,6,f,5,draw
,,f,1,e,1,draw
b,2,f,1,e,2,draw
b,2,f,1,f,2,draw
,2,,1,g,1,draw
b,2,f,1,g,2,draw
b,2,f,,e,1,draw
b,,f,,e,2,draw
b,2,f,2,e,3,draw
b,2,f,2,f,1,draw
b,2,f,2,f,,draw
b,2,f,2,g,1,draw
b,2,f,2,g,2,draw
b,2,f,2,g,3,draw
b,2,f,3,e,2,draw
b,2,f,3,e,3,draw
b,2,f,3,e,4,draw
b,,f,,f,,draw
b,2,f,3,f,4,draw
b,2,f,3,g,,draw
b,,f,3,g,,draw
b,,f,3,g,4,draw
b,2,f,4,e,3,draw
,2,f,,e,4,draw
b,2,,4,e,5,
b,2,f,4,f,3,draw
b,2,,4,f,5,draw
b,2,f,4,g,3,draw
b,2,,4,g,4,draw
b,2,f,4,g,5,draw
b,,f,,e,,draw
b,2,f,5,e,5,draw
b,2,f,5,f,,draw
b,2,f,5,f,6,draw
b,2,f,5,g,4,
b,2,f,5,g,,
b,2,f,5,g,6,draw
b,2,f,6,,5,draw
b,2,f,,f,5,draw
b,2,f,6,g,5,draw
b,2,f,6,g,6,draw
b,2,f,6,g,7,draw
b,2,f,7,g,6,draw
,2,g,1,f,1,draw
b,2,g,1,f,2,draw
b,2,g,1,,2,draw
b,2,g,1,h,1,draw
b,2,g,1,,2,draw
b,2,g,2,f,1,draw
b,2,g,2,f,2,draw
b,2,g,2,f,3,draw
b,2,g,2,g,1,
b,2,g,,g,3,draw
b,2,g,2,h,1,draw
,2,g,2,h,,draw
b,2,,2,h,3,draw
b,2,g,3,f,2,draw
b,2,g,3,f,3,draw
b,2,g,3,f,4,draw
b,2,g,3,g,2,
b,2,g,3,g,4,draw
b,2,g,3,h,2,draw
b,2,g,3,h,3,draw
b,2,g,3,h,4,draw
b,2,g,4,f,3,draw
,2,g,4,f,4,draw
b,2,g,4,f,5,draw
b,2,g,4,g,3,draw
b,,,4,g,5,draw
b,2,,4,h,3,
b,2,g,4,h,4,draw
b,,g,4,h,5,draw
b,2,g,5,f,4,draw
b,2,g,5,f,5,draw
b,2,,5,f,6,draw
b,2,g,5,g,4,draw
b,2,g,5,g,6,draw
b,2,g,5,,4,draw
b,2,g,5,h,5,draw
b,2,g,5,h,6,draw
b,2,g,6,f,5,draw
b,2,g,,,6,draw
b,2,,6,g,,draw
b,2,g,6,g,7,draw
b,2,g,6,h,5,draw
b,2,g,6,,6,draw
b,2,g,6,h,7,draw
b,2,g,7,f,6,draw
,,g,,g,6,draw
b,,g,7,h,6,draw
b,2,g,7,h,7,draw
b,2,g,7,h,,draw
b,2,,8,h,7,draw
b,,h,1,g,1,
b,2,h,1,g,,draw
b,2,,1,h,2,draw
b,2,h,,g,1,draw
b,2,h,2,g,2,draw
b,2,h,2,g,3,draw
b,2,h,2,h,1,draw
b,2,h,,h,3,draw
b,2,h,3,g,2,draw
b,2,h,3,g,3,draw
b,2,h,3,g,4,draw
b,2,h,3,h,2,draw
b,2,h,3,h,4,draw
b,2,h,4,g,3,draw
b,2,h,4,g,4,draw
b,2,h,4,,5,draw
b,2,h,4,h,3,draw
b,2,h,,h,5,draw
b,2,,5,g,4,draw
b,2,h,5,,5,draw
b,2,h,5,g,,draw
b,2,h,5,h,4,draw
b,2,h,5,h,6,draw
b,2,h,6,g,5,draw
b,2,h,6,g,6,draw
,2,h,6,g,7,draw
b,2,,6,h,,draw
b,2,h,6,h,7,draw
b,2,,7,g,6,draw
b,2,h,7,g,7,draw
b,2,h,7,h,6,draw
,2,h,,h,8,draw
b,2,h,8,g,7,draw
b,2,h,,,7,draw
c,1,a,,a,2,draw
c,1,a,2,a,1,draw
c,1,a,2,a,,draw
c,1,a,2,b,3,draw
c,1,a,3,a,2,draw
c,1,a,3,a,4,draw
c,1,a,3,b,3,draw
c,1,a,3,b,4,draw
c,1,a,4,a,3,draw
c,1,a,4,a,5,draw
c,,a,4,b,3,draw
c,1,a,4,b,4,draw
c,1,a,4,b,5,draw
c,1,a,5,a,4,
c,1,a,5,a,6,draw
c,1,a,5,b,,
c,1,a,5,b,5,draw
c,1,a,,b,,draw
c,1,a,6,a,5,draw
c,1,a,6,a,7,draw
c,1,a,6,b,,
c,,a,6,b,6,draw
c,,,6,b,7,draw
c,1,a,7,a,6,
c,1,a,7,a,8,draw
,1,a,7,b,6,draw
c,1,a,7,b,7,draw
c,1,a,7,b,8,draw
c,1,a,,a,7,draw
c,1,a,8,b,7,
c,1,a,8,b,8,draw
c,1,b,,a,1,draw
c,1,b,3,a,2,draw
c,1,b,3,a,3,draw
c,1,b,3,a,4,draw
c,1,b,3,b,4,draw
c,1,b,3,c,3,draw
c,1,b,3,c,4,draw
c,,b,4,a,3,draw
c,1,b,4,a,4,draw
c,1,b,4,a,5,draw
c,1,b,4,b,3,draw
c,1,b,4,b,5,draw
c,1,b,4,c,3,draw
c,1,,4,c,4,draw
c,1,b,4,c,5,draw
c,1,b,5,a,4,draw
c,1,,5,a,5,draw
c,1,b,5,a,6,draw
c,1,b,5,b,4,draw
c,1,b,5,b,6,draw
c,1,b,5,c,4,draw
c,1,b,,c,5,draw
c,1,b,5,c,6,draw
c,1,b,6,a,5,draw
c,1,b,6,a,6,
c,1,b,6,a,,draw
c,1,b,6,b,5,
c,1,b,,b,7,draw
c,1,b,6,c,5,draw
c,1,b,6,c,6,draw
,1,b,,c,7,draw
c,1,b,7,a,6,draw
c,1,b,7,a,7,draw
c,1,b,7,a,8,draw
c,1,b,7,b,6,draw
c,1,b,7,b,8,draw
c,1,b,7,c,6,draw
c,,b,7,c,,draw
c,1,b,7,c,8,draw
c,,b,8,a,7,draw
c,,b,,a,8,draw
,1,b,,b,7,draw
c,1,b,8,c,7,
c,1,,8,c,8,
c,1,c,2,a,,draw
c,1,c,3,b,3,draw
c,1,c,,b,4,draw
c,1,c,3,c,4,draw
c,1,c,3,d,3,draw
c,1,c,3,d,4,draw
c,1,c,4,b,3,draw
c,1,c,4,b,4,draw
c,1,c,4,b,5,draw
c,1,c,,c,3,draw
c,,c,4,c,5,draw
,1,c,4,d,3,draw
c,1,c,4,d,4,draw
c,1,c,4,d,5,draw
c,1,c,5,b,4,draw
c,1,c,,b,5,draw
c,1,c,5,b,6,draw
c,1,c,5,c,,draw
c,,,5,c,6,draw
c,1,c,5,d,4,draw
c,1,c,,d,5,
c,1,c,5,d,6,draw
c,1,c,,b,5,draw
c,1,c,6,b,6,draw
c,1,c,6,b,7,draw
c,1,c,6,c,,draw
,1,,6,c,7,draw
c,1,c,6,d,5,draw
c,1,c,6,,6,draw
c,1,c,6,,7,draw
c,1,c,7,b,6,
c,,c,7,b,7,draw
c,1,c,7,b,8,draw
c,1,c,7,c,6,draw
c,1,c,7,c,8,draw
,1,c,7,d,6,draw
c,1,c,7,d,,draw
c,1,c,7,d,,draw
c,1,c,8,b,7,draw
c,1,c,8,b,8,draw
c,1,c,8,c,7,draw
c,1,c,,,7,draw
c,1,c,8,,8,draw
c,1,d,2,a,1,draw
c,1,d,3,c,3,draw
c,1,d,3,c,4,draw
c,1,d,3,d,4,draw
c,1,d,3,,2,draw
c,1,d,3,e,3,draw
,1,d,3,e,4,draw
c,1,,4,c,3,draw
c,1,d,4,c,4,draw
c,,d,4,c,5,draw
c,1,d,4,d,3,draw
,1,d,4,d,5,draw
c,1,d,4,e,3,draw
c,1,d,,e,4,draw
c,1,d,4,e,5,draw
c,1,d,5,,4,draw
,1,d,5,,5,draw
c,1,d,5,,6,
c,1,d,,,4,draw
c,1,d,5,d,6,draw
c,1,d,,e,4,draw
c,1,d,5,e,5,draw
c,1,d,,e,6,draw
c,1,d,6,c,5,draw
c,1,,6,c,6,draw
c,1,d,6,c,7,draw
c,1,d,6,d,5,draw
c,1,d,6,d,7,draw
c,1,d,6,e,5,draw
c,1,d,6,e,6,draw
c,1,d,6,,7,draw
c,1,d,7,c,6,draw
c,1,d,7,c,7,draw
c,1,d,7,c,8,draw
c,1,d,7,d,6,draw
c,1,d,7,d,8,draw
c,1,d,7,e,6,draw
c,1,d,7,e,7,draw
c,1,d,7,e,8,draw
c,1,d,8,c,,draw
c,1,d,8,c,8,draw
c,1,d,8,d,7,draw
c,1,d,8,e,7,draw
,1,d,8,e,8,draw
c,1,e,1,e,2,draw
c,1,e,,f,1,draw
,1,e,1,f,2,draw
c,1,e,2,a,1,draw
c,1,e,2,d,,draw
c,1,e,2,e,1,draw
c,1,e,2,e,3,draw
c,1,e,2,f,,draw
c,1,e,2,f,2,draw
c,1,e,2,f,3,draw
c,1,e,3,d,3,draw
c,1,e,3,d,4,draw
,1,e,3,e,2,draw
c,1,e,3,,4,draw
c,1,e,3,f,2,draw
,1,e,3,f,3,draw
c,1,e,3,f,4,draw
c,1,e,4,d,3,draw
c,1,e,4,d,4,draw
c,1,e,4,d,5,draw
c,1,e,4,e,3,draw
c,1,e,4,e,5,draw
c,1,e,4,f,3,draw
c,1,e,4,,4,draw
c,1,e,4,f,5,draw
c,1,e,5,,4,draw
c,1,,5,d,5,draw
c,,,,d,6,draw
c,1,e,5,e,4,
c,1,e,5,,6,draw
c,1,e,5,f,4,draw
c,1,e,,f,5,
c,1,e,5,f,6,
c,1,e,6,,5,draw
c,,e,6,d,6,draw
c,1,e,6,d,7,draw
c,1,e,,e,5,draw
c,1,e,6,e,7,draw
c,1,,6,f,5,draw
c,1,e,6,f,6,draw
c,1,e,6,f,7,draw
c,,e,7,d,6,draw
c,1,e,,d,7,draw
c,1,e,7,d,8,draw
c,1,e,7,e,6,draw
,1,e,7,e,8,draw
c,1,e,7,f,6,draw
c,1,,7,f,7,draw
c,1,e,7,f,8,draw
c,1,e,8,d,7,draw
c,1,e,8,d,8,draw
c,1,e,8,e,7,draw
